Institute,Branch,Category,Gender,Quota,mean,std,count,NIRF_Rank,Priority
National Institute of Technology Raipur,"Mining Engineering  (4 Years, Bachelor of Technology)",OBC-NCL,Female-only (including Supernumerary),OS,20927.36,2904.3124928453485,41.0,86.0,10
National Institute of Technology Raipur,"Mining Engineering  (4 Years, Bachelor of Technology)",OBC-NCL,Gender-Neutral,HS,31728.555555555555,3700.733318398184,41.0,86.0,10
National Institute of Technology Raipur,"Mining Engineering  (4 Years, Bachelor of Technology)",OBC-NCL,Gender-Neutral,OS,15088.54888888889,2549.5817440341452,41.0,86.0,10
National Institute of Technology Raipur,"Mining Engineering  (4 Years, Bachelor of Technology)",OPEN,Female-only (including Supernumerary),HS,96364.9511111111,11509.078071350415,41.0,86.0,10
National Institute of Technology Raipur,"Mining Engineering  (4 Years, Bachelor of Technology)",OPEN,Female-only (including Supernumerary),OS,54717.71333333333,8940.09467402263,41.0,86.0,10
National Institute of Technology Raipur,"Mining Engineering  (4 Years, Bachelor of Technology)",OPEN,Gender-Neutral,HS,78553.53111111111,5662.936291812044,41.0,86.0,10
National Institute of Technology Raipur,"Mining Engineering  (4 Years, Bachelor of Technology)",OPEN,Gender-Neutral,OS,45628.64444444444,7159.718854679196,41.0,86.0,10
National Institute of Technology Raipur,"Mining Engineering  (4 Years, Bachelor of Technology)",SC,Female-only (including Supernumerary),HS,16944.75555555556,4261.713799606456,41.0,86.0,10
National Institute of Technology Raipur,"Mining Engineering  (4 Years, Bachelor of Technology)",SC,Female-only (including Supernumerary),OS,10116.66,1100.3296961565213,41.0,86.0,10
National Institute of Technology Raipur,"Mining Engineering  (4 Years, Bachelor of Technology)",SC,Gender-Neutral,HS,13304.235555555555,1761.4438077341208,41.0,86.0,10
National Institute of Technology Raipur,"Mining Engineering  (4 Years, Bachelor of Technology)",SC,Gender-Neutral,OS,7795.855555555555,1160.8278464201271,41.0,86.0,10
National Institute of Technology Raipur,"Mining Engineering  (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),HS,5575.0,128.58304709408623,6.0,86.0,10
National Institute of Technology Raipur,"Mining Engineering  (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),OS,2867.0166666666664,749.532539049237,29.0,86.0,10
National Institute of Technology Raipur,"Mining Engineering  (4 Years, Bachelor of Technology)",ST,Gender-Neutral,HS,4069.684444444444,654.1196746624335,41.0,86.0,10
National Institute of Technology Raipur,"Mining Engineering  (4 Years, Bachelor of Technology)",ST,Gender-Neutral,OS,2906.8577777777778,348.5601008469544,41.0,86.0,10
National Institute of Technology Sikkim,"Artificial Intelligence and Machine Learning (4 Years, Bachelor of Technology)",OBC-NCL,Female-only (including Supernumerary),HS,218072.0,500.0,1.0,175.0,10
National Institute of Technology Sikkim,"Artificial Intelligence and Machine Learning (4 Years, Bachelor of Technology)",OBC-NCL,Female-only (including Supernumerary),OS,16084.6,2697.5924080557465,5.0,175.0,10
National Institute of Technology Sikkim,"Artificial Intelligence and Machine Learning (4 Years, Bachelor of Technology)",OBC-NCL,Gender-Neutral,HS,305340.4,70979.79695166787,5.0,175.0,10
National Institute of Technology Sikkim,"Artificial Intelligence and Machine Learning (4 Years, Bachelor of Technology)",OBC-NCL,Gender-Neutral,OS,10152.8,964.9620199779886,5.0,175.0,10
National Institute of Technology Sikkim,"Artificial Intelligence and Machine Learning (4 Years, Bachelor of Technology)",OPEN,Female-only (including Supernumerary),HS,848613.0,205465.57824852318,5.0,175.0,10
National Institute of Technology Sikkim,"Artificial Intelligence and Machine Learning (4 Years, Bachelor of Technology)",OPEN,Female-only (including Supernumerary),OS,31349.0,500.0,5.0,175.0,10
National Institute of Technology Sikkim,"Artificial Intelligence and Machine Learning (4 Years, Bachelor of Technology)",OPEN,Gender-Neutral,HS,301996.0,8197.42520551423,5.0,175.0,10
National Institute of Technology Sikkim,"Artificial Intelligence and Machine Learning (4 Years, Bachelor of Technology)",OPEN,Gender-Neutral,OS,30489.0,2965.769714593498,5.0,175.0,10
National Institute of Technology Sikkim,"Artificial Intelligence and Machine Learning (4 Years, Bachelor of Technology)",SC,Female-only (including Supernumerary),OS,6413.0,156.52475842498527,5.0,175.0,10
National Institute of Technology Sikkim,"Artificial Intelligence and Machine Learning (4 Years, Bachelor of Technology)",SC,Gender-Neutral,OS,2843.0,500.0,5.0,175.0,10
National Institute of Technology Sikkim,"Artificial Intelligence and Machine Learning (4 Years, Bachelor of Technology)",ST,Gender-Neutral,HS,6322.0,500.0,5.0,175.0,10
National Institute of Technology Sikkim,"Artificial Intelligence and Machine Learning (4 Years, Bachelor of Technology)",ST,Gender-Neutral,OS,1411.8,27.280029325497434,5.0,175.0,10
National Institute of Technology Sikkim,"Civil Engineering (4 Years, Bachelor of Technology)",OBC-NCL,Female-only (including Supernumerary),HS,343479.8,36114.06463554054,2.0,175.0,10
National Institute of Technology Sikkim,"Civil Engineering (4 Years, Bachelor of Technology)",OBC-NCL,Female-only (including Supernumerary),OS,20722.83111111111,2884.438808334195,41.0,175.0,10
National Institute of Technology Sikkim,"Civil Engineering (4 Years, Bachelor of Technology)",OBC-NCL,Gender-Neutral,HS,394584.1909090909,85717.2747044399,13.0,175.0,10
National Institute of Technology Sikkim,"Civil Engineering (4 Years, Bachelor of Technology)",OBC-NCL,Gender-Neutral,OS,15227.155555555555,2861.290106859099,41.0,175.0,10
National Institute of Technology Sikkim,"Civil Engineering (4 Years, Bachelor of Technology)",OBC-NCL (PwD),Gender-Neutral,OS,962.0,400.47596681948346,3.0,175.0,10
National Institute of Technology Sikkim,"Civil Engineering (4 Years, Bachelor of Technology)",OPEN,Female-only (including Supernumerary),HS,858238.2022222222,298922.21088246314,41.0,175.0,10
National Institute of Technology Sikkim,"Civil Engineering (4 Years, Bachelor of Technology)",OPEN,Female-only (including Supernumerary),OS,56887.69111111111,9910.397179102409,41.0,175.0,10
National Institute of Technology Sikkim,"Civil Engineering (4 Years, Bachelor of Technology)",OPEN,Gender-Neutral,HS,957757.7285714287,253344.77719884756,33.0,175.0,10
National Institute of Technology Sikkim,"Civil Engineering (4 Years, Bachelor of Technology)",OPEN,Gender-Neutral,OS,48560.83777777778,8495.748707728944,41.0,175.0,10
National Institute of Technology Sikkim,"Civil Engineering (4 Years, Bachelor of Technology)",SC,Female-only (including Supernumerary),OS,10579.546666666667,1051.2486796922135,35.0,175.0,10
National Institute of Technology Sikkim,"Civil Engineering (4 Years, Bachelor of Technology)",SC,Gender-Neutral,HS,81645.75,15285.298827631732,4.0,175.0,10
National Institute of Technology Sikkim,"Civil Engineering (4 Years, Bachelor of Technology)",SC,Gender-Neutral,OS,7501.457777777778,1064.2102734410907,41.0,175.0,10
National Institute of Technology Sikkim,"Civil Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,HS,25423.10769230769,9675.428631332052,16.0,175.0,10
National Institute of Technology Sikkim,"Civil Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,OS,2053.266666666667,403.3798529266508,30.0,175.0,10
National Institute of Technology Sikkim,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OBC-NCL,Female-only (including Supernumerary),HS,190345.64857142858,90232.52121011421,33.0,175.0,1
National Institute of Technology Sikkim,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OBC-NCL,Female-only (including Supernumerary),OS,11563.266666666666,1904.831124324443,41.0,175.0,1
National Institute of Technology Sikkim,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OBC-NCL,Gender-Neutral,HS,165226.18,107554.58621443468,37.0,175.0,1
National Institute of Technology Sikkim,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OBC-NCL,Gender-Neutral,OS,8646.184444444443,1089.413609330782,41.0,175.0,1
National Institute of Technology Sikkim,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OPEN,Female-only (including Supernumerary),HS,373980.1888888889,184166.44912554562,41.0,175.0,1
National Institute of Technology Sikkim,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OPEN,Female-only (including Supernumerary),OS,32313.977777777778,3704.0998695907806,41.0,175.0,1
National Institute of Technology Sikkim,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OPEN,Gender-Neutral,HS,221384.0711111111,217312.69241855718,41.0,175.0,1
National Institute of Technology Sikkim,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OPEN,Gender-Neutral,OS,24313.38888888889,2319.8937667540704,41.0,175.0,1
National Institute of Technology Sikkim,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OPEN (PwD),Gender-Neutral,OS,1001.7466666666667,267.894178279974,35.0,175.0,1
National Institute of Technology Sikkim,"Computer Science and Engineering (4 Years, Bachelor of Technology)",SC,Female-only (including Supernumerary),HS,59871.759999999995,23640.272952859792,7.0,175.0,1
National Institute of Technology Sikkim,"Computer Science and Engineering (4 Years, Bachelor of Technology)",SC,Female-only (including Supernumerary),OS,5316.526666666667,1280.2147883897314,17.0,175.0,1
National Institute of Technology Sikkim,"Computer Science and Engineering (4 Years, Bachelor of Technology)",SC,Gender-Neutral,HS,84867.88,29313.572393833296,30.0,175.0,1
National Institute of Technology Sikkim,"Computer Science and Engineering (4 Years, Bachelor of Technology)",SC,Gender-Neutral,OS,3394.511111111111,745.6852512303291,41.0,175.0,1
National Institute of Technology Sikkim,"Computer Science and Engineering (4 Years, Bachelor of Technology)",SC (PwD),Gender-Neutral,OS,59.0,500.0,1.0,175.0,1
National Institute of Technology Sikkim,"Computer Science and Engineering (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),HS,18162.57894736842,6969.241042018448,19.0,175.0,1
National Institute of Technology Sikkim,"Computer Science and Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,HS,10486.28606060606,10556.995152844558,38.0,175.0,1
National Institute of Technology Sikkim,"Computer Science and Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,OS,1642.8111111111111,297.4345203611024,41.0,175.0,1
National Institute of Technology Sikkim,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",OBC-NCL,Female-only (including Supernumerary),HS,497627.79999999993,105920.72437913177,3.0,175.0,2
National Institute of Technology Sikkim,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",OBC-NCL,Female-only (including Supernumerary),OS,18254.17111111111,1967.500559085054,41.0,175.0,2
National Institute of Technology Sikkim,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",OBC-NCL,Gender-Neutral,HS,363460.0047058824,77816.0537363568,22.0,175.0,2
National Institute of Technology Sikkim,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",OBC-NCL,Gender-Neutral,OS,12036.822222222221,1428.7201448985818,41.0,175.0,2
National Institute of Technology Sikkim,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",OBC-NCL (PwD),Gender-Neutral,OS,1194.6947368421052,235.05858623126053,22.0,175.0,2
National Institute of Technology Sikkim,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",OPEN,Female-only (including Supernumerary),HS,773082.8777777778,172710.19598392237,41.0,175.0,2
National Institute of Technology Sikkim,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",OPEN,Female-only (including Supernumerary),OS,45555.76888888889,6263.298036782297,41.0,175.0,2
National Institute of Technology Sikkim,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",OPEN,Gender-Neutral,HS,481090.10888888896,236874.90351249985,41.0,175.0,2
National Institute of Technology Sikkim,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",OPEN,Gender-Neutral,OS,37912.119999999995,4122.924841958561,41.0,175.0,2
National Institute of Technology Sikkim,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",OPEN (PwD),Gender-Neutral,OS,2520.1666666666665,635.7516548674228,6.0,175.0,2
National Institute of Technology Sikkim,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",SC,Female-only (including Supernumerary),HS,57369.0,500.0,1.0,175.0,2
National Institute of Technology Sikkim,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",SC,Female-only (including Supernumerary),OS,8866.966666666667,1365.2039575053375,17.0,175.0,2
National Institute of Technology Sikkim,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",SC,Gender-Neutral,HS,105887.35,12233.86744938945,13.0,175.0,2
National Institute of Technology Sikkim,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",SC,Gender-Neutral,OS,5936.615555555556,700.979133157294,41.0,175.0,2
National Institute of Technology Sikkim,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,HS,21285.120000000003,6110.155484110041,25.0,175.0,2
National Institute of Technology Sikkim,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,OS,2271.131111111111,206.55014450520713,41.0,175.0,2
National Institute of Technology Sikkim,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OBC-NCL,Female-only (including Supernumerary),HS,308465.19999999995,59635.40054563309,7.0,175.0,2
National Institute of Technology Sikkim,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OBC-NCL,Female-only (including Supernumerary),OS,17117.68666666667,1960.0005839347064,41.0,175.0,2
National Institute of Technology Sikkim,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OBC-NCL,Gender-Neutral,HS,255881.27999999997,73831.92860582829,23.0,175.0,2
National Institute of Technology Sikkim,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OBC-NCL,Gender-Neutral,OS,10910.24888888889,1629.2773558970935,41.0,175.0,2
National Institute of Technology Sikkim,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OBC-NCL (PwD),Gender-Neutral,OS,982.1169230769232,298.8015992241754,31.0,175.0,2
National Institute of Technology Sikkim,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OPEN,Female-only (including Supernumerary),HS,593904.0606060605,170368.02033194626,38.0,175.0,2
